Identifiant_Client,Marque,Usage,CSP,Puissance,Valeur,Zone_tarif,Statut_marital,Année_permis,Mode_garage,Age,Ancienneté_véhicule,Ancienneté_contrat,Type_assurance,Sinistre
1730952,Citroën,Privé & trajet travail,Employés (E),9,9,2,Inconnu,1986,Oui,44,11,9,Tous risques,Aucun accident
1731253,Fiat,Privé & trajet travail,Employés (E),6,12,2,Inconnu,1985,Oui,51,15,16,Tiers,Aucun accident
1731824,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,4,Marié,1991,Oui,40,9,8,Tous risques,Aucun accident
1732645,Alfa Romeo,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),10,14,3,Marié,1992,Oui,41,5,9,Tous risques,Aucun accident
1733664,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,7,5,Marié,1982,Oui,48,6,4,Tous risques,Aucun accident
1733871,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),5,5,2,Célibataire,1991,Oui,40,8,11,Tous risques,Aucun accident
1734428,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,3,Marié,1969,Oui,61,6,14,Tous risques,Aucun accident
1734665,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Marié,1966,Non,66,10,11,Tiers,Aucun accident
1734699,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,3,Marié,1973,Non,64,14,9,Tous risques sérénité,Aucun accident
1734841,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,3,Marié,1977,Oui,57,17,16,Tous risques,Aucun accident
1735457,Citroën,Privé & Professionnel,Ouvriers (O),5,5,2,Marié,1981,Non,50,9,11,Tous risques sérénité,Aucun accident
1736335,Citroën,Privé,Retraités  (R),2,2,2,Inconnu,1978,Oui,66,9,19,Tous risques,Aucun accident
1738095,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,2,5,Marié,1989,Non,42,19,4,Tiers,Aucun accident
1738347,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,4,Marié,1984,Oui,46,5,16,Tous risques,Aucun accident
1738571,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,2,Célibataire,1998,Oui,32,8,10,Tous risques sérénité,Accident
1738735,Volvo,Privé,Employés (E),7,10,2,Marié,1995,Non,50,10,7,Tiers,Aucun accident
1739110,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,7,Marié,1974,Non,56,12,6,Tiers,Aucun accident
1739447,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,3,Marié,1997,Oui,33,7,4,Tous risques,Accident
1739496,Citroën,Privé & trajet travail,Employés (E),6,4,4,Inconnu,1980,Oui,50,6,5,Tous risques sérénité,Accident
1739763,Citroën,Privé,Retraités  (R),5,4,4,Inconnu,1981,Oui,74,6,19,Tiers,Aucun accident
1740179,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,8,4,Inconnu,1971,Oui,60,5,9,Tous risques sérénité,Aucun accident
1740771,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,7,Marié,1994,Non,47,7,9,Tous risques sérénité,Aucun accident
1741723,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,9,5,Marié,1978,Oui,54,10,4,Tiers,Aucun accident
1742034,Mazda,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,3,Marié,1990,Non,43,15,13,Tous risques,Accident
1742227,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,8,3,Marié,1993,Non,37,10,23,Tous risques,Aucun accident
1742468,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,8,6,Inconnu,1974,Non,66,6,21,Tous risques,Aucun accident
1742595,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),3,3,3,Inconnu,1972,Oui, ,10,7,Tous risques,Aucun accident
1742837,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,2,7,Divorcé,2003,Non,33,9,5,Tous risques,Aucun accident
1742931,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,14,6,Marié,1980,Oui,54,4,6,Tiers,Aucun accident
1743674,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,5,3,Célibataire,2006,Oui,30,21,4,Tous risques,Accident
1743975,Renault,Privé,Professions intermédiaires (PI),7,5,3,Marié,1968,Non,76,7,16,Tous risques sérénité,Aucun accident
1743976,Lancia,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,9,9,Célibataire,1998,Oui,31,15,4,Tous risques sérénité,Aucun accident
1744105,Peugeot,Privé & trajet travail,Employés (E),5,5,5,Inconnu,1986,Oui,46,9,14,Tous risques,Aucun accident
1744750,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Marié,1990,Oui,52,5,11,Tous risques,Aucun accident
1744784,Chrysler,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",7,11,3,Célibataire,1980,Non,50,14,7,Tous risques,Aucun accident
1744796,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,11,8,Marié,2002,Oui,57,11,6,Tous risques,Accident
1746231,Citroën,Privé & trajet travail,Employés (E),7,6,2,Marié,1987,Oui,59,8,10,Tous risques,Aucun accident
1746266,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,9,4,Célibataire,2004,Oui,27,7,5,Tous risques sérénité,Aucun accident
1747059,Citroën,Privé,Retraités  (R),6,5,4,Marié,1961,Non,74,6,5,Tous risques,Aucun accident
1747387,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,7,7,Célibataire,2004,Oui,28,8,4,Tous risques,Accident
1748290,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Marié,2000,Oui,31,12,4,Tous risques,Aucun accident
1748528,Ford,Privé,Retraités  (R),7,9,2,Marié,1981,Non,49,8,10,Tous risques,Aucun accident
1748880,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",5,4,6,Inconnu, ,Oui, ,6,6,Tiers,Aucun accident
1749965,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,3,Inconnu,2004,Oui,33,15,4,Tous risques sérénité,Accident
1751057,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Célibataire,2002,Oui,28,9,5,Tiers,Aucun accident
1751261,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),6,7,4,Marié,1996,Non,38,10,5,Tous risques sérénité,Accident
1751640,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),1,2,3,Marié,1992,Non,39,20,5,Tiers,Accident
1751837,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,4,Inconnu,1991,Oui,41,14,7,Tiers,Aucun accident
1751987,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,6,5,Célibataire,2003,Oui,29,13,6,Tiers,Accident
1752018,Ford,Privé & trajet travail,Employés (E),8,7,10,Marié,2002,Non,43,10,5,Tous risques sérénité,Accident
1752135,Volvo,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,10,5,Marié,2003,Non,36,9,5,Tous risques sérénité,Accident
1752801,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,5,5,Marié,2003,Non,29,9,4,Tous risques sérénité,Aucun accident
1753962,Smart,Privé,Professions intermédiaires (PI),10,16,4,Marié,1978,Oui,52,6,5,Tous risques,Aucun accident
1754039,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,8,Marié,2003,Oui,37,6,5,Tous risques,Accident
1754223,Citroën,Privé & trajet travail,Employés (E),9,11,2,Célibataire,2004,Non,27,11,5,Tous risques,Aucun accident
1754813,Peugeot,Privé & trajet travail,Employés (E),8,7,8,Célibataire,1991,Oui,40,6,5,Tous risques sérénité,Aucun accident
1755011,Peugeot,Privé & Professionnel,Autres personnes sans activité professionnelle (APSAP),7,8,5,Marié,1987,Oui,41,9,9,Tous risques,Accident
1755682,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,2,Marié,2003,Non,46,17,9,Tous risques sérénité,Accident
1755754,Citroën,Privé,Retraités  (R),10,12,6,Marié,1970,Non,65,7,24,Tiers,Aucun accident
1756104,Mazda,Privé,Retraités  (R),4,6,2,Inconnu,1973,Non,61,13,13,Tous risques sérénité,Aucun accident
1756448,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),4,4,3,Célibataire,1988,Oui,54,17,13,Tous risques sérénité,Aucun accident
1758102,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,2,Célibataire,1996,Oui,50,12,8,Tous risques,Accident
1758802,Renault,Privé,Retraités  (R),6,7,4,Marié,1995,Non,73,17,10,Tous risques,Aucun accident
1759015,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Célibataire,1994,Non,37,9,16,Tous risques,Aucun accident
1759165,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),6,6,3,Marié,1978,Non,58,10,9,Tous risques,Aucun accident
1759453,Renault,Privé,Professions intermédiaires (PI),4,5,4,Inconnu,1979,Non,85,15,13,Tiers,Aucun accident
1759868,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,5,3,Inconnu,1993,Oui,38,16,5,Tous risques,Aucun accident
1760065,Toyota,Privé,Employés (E),11,17,7,Marié,1989,Oui,48,12,5,Tous risques sérénité,Aucun accident
1760422,Renault,Privé,Retraités  (R),5,5,4,Marié,1994,Oui,63,9,8,Tiers,Aucun accident
1760748,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,7,3,Inconnu, ,Oui, ,5,10,Tiers,Aucun accident
1761206,Peugeot,Privé & Professionnel,Employés (E),9,8,7,Célibataire,2004,Non,27,11,4,Tous risques,Aucun accident
1761970,Peugeot,Privé,Professions intermédiaires (PI),5,7,2,Marié,1999,Non,32,16,4,Tous risques,Accident
1762088,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),7,6,2,Célibataire,1970,Non,65,16,9,Tiers,Aucun accident
1763381,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,6,Célibataire,2000,Oui,30,6,5,Tous risques sérénité,Aucun accident
1763512,Renault,Privé,Employés (E),3,4,2,Marié,1998,Non,37,19,9,Tiers,Aucun accident
1763649,Renault,Privé,Employés (E),8,9,5,Marié,1991,Non,45,17,7,Tous risques sérénité,Aucun accident
1764273,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,3,5,Célibataire,1999,Non,32,14,4,Tous risques,Accident
1764887,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,2,5,Marié,1982,Non,49,16,8,Tous risques,Aucun accident
1765349,Renault,Privé,Employés (E),7,6,2,Marié,1986,Non,45,7,13,Tous risques sérénité,Aucun accident
1765850,Renault,Privé & trajet travail,Employés (E),4,2,5,Marié,1984,Oui,55,8,14,Tiers,Aucun accident
1766362,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,6,2,Marié,1986,Non,47,12,8,Tiers,Aucun accident
1767761,Citroën,Privé,Retraités  (R),2,1,6,Marié,1983,Oui,72,11,6,Tous risques,Aucun accident
1767902,Mazda,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,3,Marié,1988,Oui,60,21,10,Tous risques sérénité,Aucun accident
1767989,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),7,6,3,Célibataire,1997,Non,33,8,10,Tous risques,Aucun accident
1769117,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,9,3,Marié,1992,Oui,47,4,4,Tous risques,Aucun accident
1769402,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,12,5,Marié,1992,Oui,39,8,6,Tiers,Aucun accident
1769722,Ford,Privé & trajet travail,Employés (E),7,8,3,Marié,1990,Non,41,6,12,Tous risques sérénité,Aucun accident
1769786,Renault,Privé,Retraités  (R),4,4,4,Inconnu,1986,Non,71,15,15,Tous risques sérénité,Aucun accident
1770086,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,7,Marié,1999,Non,51,11,13,Tiers,Aucun accident
1770263,Renault,Privé & trajet travail,Employés (E),7,7,1,Marié,1984,Non,45,13,6,Tous risques,Aucun accident
1770529,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,10,1,Inconnu,1985,Non, ,16,5,Tous risques,Aucun accident
1770730,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,9,5,Marié,1988,Non,43,8,6,Tiers,Aucun accident
1772467,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),10,13,7,Marié,1976,Oui,54,4,4,Tous risques,Aucun accident
1772688,Kia,Privé & Professionnel,Agriculteurs exploitants (AE),11,18,3,Marié,1983,Oui,47,6,19,Tous risques sérénité,Aucun accident
1772909,Ford,Privé & Professionnel,Agriculteurs exploitants (AE),4,4,2,Marié,1985,Oui,45,13,11,Tiers,Aucun accident
1772930,Peugeot,Privé & Professionnel,Ouvriers (O),7,8,3,Marié,1977,Oui,54,4,7,Tiers,Aucun accident
1773391,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,4,6,Célibataire,2007,Non,25,11,4,Tous risques sérénité,Aucun accident
1773967,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,12,7,Célibataire,1998,Oui,32,11,5,Tous risques,Accident
1774546,Honda,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,13,8,Marié,1995,Non,36,5,5,Tiers,Accident
1774761,Renault,Privé,Retraités  (R),2,3,2,Marié,1976,Oui,80,5,5,Tiers,Aucun accident
1776076,Citroën,Privé & trajet travail,Employés (E),9,9,4,Marié,2002,Oui,56,9,10,Tous risques,Accident
1776120,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,5,5,Marié,1979,Oui,51,15,4,Tous risques,Aucun accident
1776522,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),2,3,5,Célibataire,1988,Non,44,26,4,Tous risques sérénité,Accident
1777024,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),3,6,3,Célibataire,1989,Non,56,15,22,Tous risques sérénité,Aucun accident
1777043,Volkswagen,Privé & trajet travail,Employés (E),7,9,3,Marié,1984,Oui,44,5,13,Tous risques,Accident
1778237,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,5,3,Marié,1994,Non,38,15,12,Tiers,Aucun accident
1778362,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,2,Marié,1990,Oui,41,21,6,Tous risques sérénité,Accident
1778652,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Célibataire,2004,Non,47,13,6,Tous risques,Accident
1780192,Chrysler,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Marié,1996,Non,40,13,8,Tous risques sérénité,Accident
1780283,Peugeot,Privé,Retraités  (R),8,7,3,Marié,1961,Oui,72,8,9,Tiers,Aucun accident
1780653,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,6,Marié,1988,Non,46,7,7,Tous risques,Accident
1781733,Peugeot,Privé,Professions intermédiaires (PI),5,4,3,Célibataire,2002,Non,30,15,6,Tous risques,Accident
1782014,Peugeot,Privé & Professionnel,Ouvriers (O),5,4,2,Marié,1978,Oui,52,6,11,Tiers,Aucun accident
1783057,Citroën,Privé & Professionnel,Professions intermédiaires (PI),5,7,2,Marié,1971,Non,59,36,5,Tiers,Aucun accident
1783186,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,2,2,Inconnu,1981,Non,58,7,12,Tiers,Aucun accident
1783321,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,5,Marié,2001,Oui,31,7,4,Tous risques,Aucun accident
1783467,Saab,Privé,Professions intermédiaires (PI),8,10,9,Marié,1977,Non,69,9,8,Tous risques,Aucun accident
1783706,Renault,Privé,Retraités  (R),6,6,1,Marié,1972,Oui,67,20,4,Tous risques sérénité,Aucun accident
1783848,Chrysler,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,9,3,Célibataire,1999,Oui,31,5,7,Tiers,Accident
1784327,Mazda,Privé & trajet travail,Employés (E),7,9,3,Inconnu,1977,Oui,54,14,7,Tous risques,Aucun accident
1784463,Chrysler,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,8,Inconnu,1982,Oui, ,6,5,Tous risques,Aucun accident
1784641,Renault,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,9,7,Inconnu,1996,Non, ,18,4,Tiers,Aucun accident
1785842,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,9,Célibataire,1993,Oui,37,6,5,Tous risques sérénité,Aucun accident
1787208,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),5,5,2,Marié,1969,Non,74,16,23,Tous risques,Aucun accident
1787643,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,5,Marié,1989,Oui,42,8,6,Tous risques,Aucun accident
1788030,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),8,7,3,Marié,1990,Oui,43,11,10,Tiers,Aucun accident
1788560,Chrysler,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,16,5,Marié,1983,Oui,48,10,10,Tous risques,Aucun accident
1788753,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,3,Marié,1986,Oui,50,4,7,Tous risques sérénité,Aucun accident
1789533,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,6,1,Célibataire,2004,Non,26,9,8,Tous risques,Accident
1789582,Toyota,Privé & trajet travail,Professions intermédiaires (PI),11,18,3,Marié,1948,Oui,87,5,5,Tous risques sérénité,Aucun accident
1790500,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,6,Marié,1991,Oui,40,14,5,Tous risques,Accident
1791306,Honda,Privé,Professions intermédiaires (PI),7,9,1,Célibataire,1995,Oui,37,7,13,Tous risques,Aucun accident
1791485,Porsche,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,4,Célibataire,1994,Non,37,7,5,Tous risques sérénité,Aucun accident
1791684,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),11,16,2,Célibataire,2004,Non,26,13,7,Tiers,Accident
1791775,Renault,Privé & Professionnel,Ouvriers (O),5,6,3,Inconnu,1970,Oui,64,10,12,Tous risques sérénité,Aucun accident
1792110,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,4,Marié,1978,Oui,53,11,5,Tous risques,Aucun accident
1792339,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),7,7,3,Marié,1989,Oui,45,18,7,Tous risques,Aucun accident
1793098,Volvo,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,12,6,Marié,1991,Oui,40,5,5,Tiers,Aucun accident
1793181,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,2,Marié,1991,Oui,42,13,5,Tous risques,Aucun accident
1794638,Renault,Privé,Retraités  (R),5,4,1,Inconnu,1968,Non, ,13,11,Tous risques sérénité,Accident
1794786,Peugeot,Privé & Professionnel,Ouvriers (O),5,5,7,Marié,1976,Non,54,14,17,Tous risques sérénité,Aucun accident
1795706,Renault,Privé,Employés (E),7,8,7,Célibataire,2001,Non,29,14,9,Tous risques,Accident
1797027,Renault,Privé & Professionnel,Ouvriers (O),3,3,3,Marié,1998,Non,38,11,6,Tiers,Aucun accident
1798246,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Marié,1968,Non,63,9,17,Tous risques,Accident
1798246,Peugeot,Privé,Retraités  (R),5,5,6,Marié,1972,Non,65,6,12,Tous risques,Aucun accident
1798518,Renault,Privé,Professions intermédiaires (PI),7,12,3,Inconnu,1984,Oui, ,14,21,Tous risques,Aucun accident
1798987,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Célibataire,2008,Oui,27,12,4,Tous risques,Accident
1799161,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Marié,2000,Non,30,7,5,Tous risques,Accident
1800826,Renault,Privé & Professionnel,Ouvriers (O),9,10,5,Marié,1968,Oui,62,7,5,Tiers,Aucun accident
1802500,Fiat,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,6,3,Marié,1970,Non,80,27,18,Tous risques,Aucun accident
1802722,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,3,1,Marié,1991,Oui,37,15,6,Tous risques sérénité,Aucun accident
1803134,Volkswagen,Privé & trajet travail,Ouvriers (O),10,10,6,Célibataire,1992,Non,36,14,5,Tous risques sérénité,Accident
1804217,Citroën,Privé & Professionnel,Ouvriers (O),7,7,5,Célibataire,1988,Non,43,4,5,Tous risques,Aucun accident
1804782,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,6,1,Célibataire,2005,Non,27,18,6,Tous risques,Accident
1805471,Kia,Privé,Retraités  (R),7,9,4,Marié,1985,Oui,63,19,5,Tous risques,Aucun accident
1806658,Mercedes-Benz,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,11,3,Marié,1979,Oui,61,4,11,Tous risques,Aucun accident
1806905,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Marié,1994,Non,54,17,8,Tous risques,Aucun accident
1806929,Renault,Privé,Employés (E),6,6,3,Marié,1978,Non,57,18,18,Tiers,Aucun accident
1807735,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),2,2,2,Marié,1972,Oui,63,13,37,Tous risques sérénité,Aucun accident
1807897,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,14,3,Marié,1984,Oui,46,5,5,Tous risques sérénité,Aucun accident
1807945,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,2,Célibataire,2005,Oui,27,15,4,Tiers,Accident
1808529,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,12,7,Célibataire,2000,Non,30,14,7,Tiers,Aucun accident
1808741,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Marié,1984,Oui,49,13,7,Tous risques,Aucun accident
1808974,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",3,1,2,Marié,1988,Oui,41,9,6,Tous risques sérénité,Aucun accident
1809547,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,6,2,Inconnu,1968,Non,73,13,14,Tous risques,Aucun accident
1809572,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,7,7,Inconnu, ,Oui, ,21,20,Tous risques sérénité,Aucun accident
1810576,Volkswagen,Privé & trajet travail,Employés (E),3,3,5,Marié,1999,Non,47,8,8,Tous risques,Accident
1810596,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),5,5,3,Marié,1992,Non,38,7,24,Tiers,Aucun accident
1810726,Mazda,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Célibataire,2006,Non,30,13,6,Tous risques,Accident
1811007,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Marié,1986,Non,46,6,5,Tous risques,Aucun accident
1812464,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,13,5,Inconnu, ,Non, ,6,7,Tous risques,Aucun accident
1813108,Saab,Privé,Professions intermédiaires (PI),8,9,5,Célibataire,2005,Oui,28,10,5,Tous risques,Accident
1813325,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,8,Marié,1994,Oui,41,10,4,Tous risques,Aucun accident
1813898,Citroën,Privé & Professionnel,Professions intermédiaires (PI),4,5,4,Marié,1944,Non,88,13,11,Tous risques,Accident
1814557,Porsche,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,1,Marié,1994,Non,36,14,7,Tous risques,Aucun accident
1814676,Volvo,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,11,7,Marié,1981,Oui,58,4,13,Tous risques sérénité,Aucun accident
1814762,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,6,5,Inconnu,1982,Oui,49,13,13,Tous risques,Accident
1815093,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Marié,1987,Oui,53,13,4,Tous risques,Aucun accident
1815192,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,3,Célibataire,2000,Non,31,14,7,Tous risques,Aucun accident
1815262,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,10,4,Marié,2000,Oui,30,7,5,Tous risques,Accident
1815435,Citroën,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),3,4,6,Célibataire,1997,Oui,34,14,9,Tiers,Aucun accident
1815452,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,9,5,Marié,1979,Oui,52,6,8,Tous risques sérénité,Aucun accident
1815620,Alfa Romeo,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,11,3,Marié,1993,Non,46,14,6,Tiers,Aucun accident
1815793,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,9,2,Inconnu,1982,Non,50,5,12,Tiers,Aucun accident
1816359,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,5,Marié,1988,Non,43,18,6,Tous risques sérénité,Aucun accident
1816726,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),3,4,2,Marié,1967,Non,63,10,10,Tiers,Aucun accident
1816806,Peugeot,Privé & Professionnel,Employés (E),8,8,2,Marié,1973,Oui,58,10,6,Tous risques,Accident
1817181,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,2,Célibataire,1996,Non,35,12,9,Tiers,Aucun accident
1818954,Fiat,Privé,Retraités  (R),5,4,3,Marié,1954,Oui,79,18,12,Tous risques,Accident
1819509,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),10,11,2,Marié,1991,Oui,39,11,5,Tous risques sérénité,Aucun accident
1820773,Saab,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,9,2,Célibataire,1990,Non,44,13,11,Tous risques sérénité,Accident
1821551,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,3,2,Célibataire,2001,Oui,31,8,4,Tiers,Accident
1821866,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,8,5,Inconnu, ,Oui, ,8,5,Tous risques,Aucun accident
