ID|Comments|CHURN
265|He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.|Current
3399|Wants information on our Internet service. Referred him to web site.|Vol
3071|Asked about how to change his ring tones. Referred him to web site.|Vol
758|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2942|Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.|Vol
254|Hochie Momma|Current
2636|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
3195|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
1986|Called about new plan. Might switch soon. Wants more minutes.|Current
3696|He expected significantly better Technical Support.|Vol
2861|Wants to change address.|Vol
308|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
3466|Wants to add another phone. Contacting provisioning.|Vol
2800|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2123|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
3724|Wants a new faceplate.|Current
2238|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
2834|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2134|Wants information on our Internet service. Referred him to web site.|Vol
1919|Handset sucked|Vol
3174|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
48|Asked how to disable call waiting. referred him to web site.|Vol
436|Wants to know how to do text messaging. Referred him to web site.|Current
3686|He expected significantly better Technical Support.|Vol
3684|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
2195|Wants to know how to do text messaging. Referred him to web site.|Vol
1178|Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.|Vol
3729|Asked about how to change his ring tones. Referred him to web site.|Current
740|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2923|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
629|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3144|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
3241|Asked about how to change his ring tones. Referred him to web site.|Current
2427|I wished the handset was bigger. It is uncomfortable using the handset for a long time.|Vol
593|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3119|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
817|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
985|Needed help figuring out his bill. I explained our minute charges.|Current
3405|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
978|Wants to change address.|Current
1992|Called about new plan. Might switch soon. Wants more minutes.|Current
1446|Asked about how to change his ring tones. Referred him to web site.|Current
192|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1539|Wants to get an additional line working by the end of the week for his goat.|Current
1523|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3062|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
1237|He is really upset with out false advertising. He thinks that we do not test any of the equipment.|Vol
1674|Wants to change address.|Current
264|Can't wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.|Vol
1046|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1325|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
2366|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
3374|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
821|He does not know if the problems are related to the phone or if it is just the battery.|Vol
1103|Said his battery never has worked well. Wants a new phone ASAP.|Vol
694|Did not want to wait for us to implement GSM.|Vol
3419|The clearity of the calls was bad. Way too much static on the handset.|Vol
1299|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2607|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2908|Hopes to get an additonal line working by the end of the week for his wife.|Current
1660|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2417|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
89|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1294|She wants a new phone. Has tried to use a couple of different model, but is now "fed up". She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa|Current
3188|Lost the directions to phone and wants another manual. I referred him to web site.|Current
2149|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3655|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
3741|Wants to know how to do text messaging. Referred him to web site.|Vol
2225|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2896|Needed help figuring out his bill. I explained our minute charges.|Vol
491|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3565|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3130|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
2595|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
989|Needed help figuring out his bill. I explained our minute charges.|Current
1882|He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.|Vol
461|Wants to change address.|Vol
1038|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3480|Wants a new faceplate.|Current
1598|He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks.|Current
1239|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2517|Called about new plan. Might switch soon. Wants more minutes.|Current
1616|He asked for a new phone number. I referred him to customer care.|Current
1845|He does not know if the problems are related to the phone or if it is just the battery.|Vol
377|Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.|Current
3618|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
846|transferred to manager ASAP|Vol
3168|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
261|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Current
2392|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
596|Really wants the new phone from XVYX which has the PDA built in.|Current
1604|Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.|Vol
3658|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1497|Needed help figuring out his bill. I explained our minute charges.|Current
1378|The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.|Current
1885|Handset sucked|Vol
3799|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
1266|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2429|She wants a new phone. Has tried to use a couple of different model, but is now "fed up". She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa|Current
3014|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
734|The handset really sucked. I could not hear anything near my house.|Vol
1815|The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.|Current
2254|Wants to change address.|Current
3796|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2467|Wants to know how to do text messaging. Referred him to web site.|Current
1344|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Current
1768|I suspect that the handset on my phone was defective from the day I bought it.|Current
2833|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1964|Asked about how to change his ring tones. Referred him to web site.|Vol
1599|He expected significantly better Technical Support.|Vol
1284|I expected significantly better service.|Current
3307|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1358|transferred to manager ASAP|Vol
2685|Asked how to disable call waiting. referred him to web site.|Current
1894|Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.|Current
2281|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2404|Wants to add another phone. Contacting provisioning.|Current
2205|Wants information on our Internet service. Referred him to web site.|Current
1965|Asked about how to change his ring tones. Referred him to web site.|Current
1571|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1834|Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.|Vol
1930|Wants a new faceplate.|Current
777|He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.|Current
3554|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
2122|Hopes to get an additonal line working by the end of the week for his wife.|Current
973|Wants to change address.|Vol
718|Wants to add another phone. Contacting provisioning.|Current
3572|Asked how to disable call waiting. referred him to web site.|Current
3626|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
392|Wants to know how to do text messaging. Referred him to web site.|Current
972|Wants to change address.|Current
1367|Does not like the way the phone works. It is to difficult compared to his last phone.|Current
2168|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
3020|Called about new plan. Might switch soon. Wants more minutes.|Current
3059|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
423|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
526|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
824|Lost the directions to phone and wants another manual. I referred him to web site.|Current
2087|Wants to add additional lines for family. Needs more info on rates.|Vol
2841|Asked how to disable call waiting. referred him to web site.|Vol
3498|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
2101|Wants to change address.|Current
1937|Wants to know how to do text messaging. Referred him to web site.|Current
2764|Wants to add additional lines for family. Needs more info on rates.|Vol
2917|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
3689|I expected significantly better Technical Support.|Vol
3050|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1922|Wants to change address.|Current
2675|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
81|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1248|The handset really sucked. I could not hear anything near my house.|Current
1899|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
3288|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
991|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
2602|Said his battery never has worked well. Wants a new phone ASAP.|Current
1628|He expected significantly better Technical Support.|Vol
1442|Wants a new faceplate.|Current
2141|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1817|Your customer handset was really bad. I had to wait forever to get help.|Current
2747|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
557|Asked how to disable call waiting. referred him to web site.|Vol
1450|Asked about how to change his ring tones. Referred him to web site.|Current
1373|Handset sucked|Vol
2014|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
2730|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3099|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2094|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
136|Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.|Current
2799|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1977|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
213|He is really upset with out false advertising. He thinks that we do not test any of the equipment.|Vol
2866|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3794|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
2255|Wants to change address.|Current
2132|Hopes to get an additonal line working by the end of the week for his wife.|Vol
589|Said his battery never has worked well. Wants a new phone ASAP.|Current
2788|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2159|He hates his phone. He can not understand why we gave him such a horrible "piece of rubbish". I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car|Current
385|Handset sucked|Current
1135|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2484|Wants a new faceplate.|Current
1820|Handset sucked|Vol
975|Wants to change address.|Vol
2290|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
426|Asked about how to change his ring tones. Referred him to web site.|Current
283|Handset sucked|Current
2502|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
2135|Wants to add another phone. Contacting provisioning.|Current
148|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
3397|Hopes to get an additonal line working by the end of the week for his wife.|Vol
3782|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1840|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
3253|Wants to know how to do text messaging. Referred him to web site.|Vol
775|Wants to know when we will unlimited Internet minutes.|Current
37|Said his battery never has worked well. Wants a new phone ASAP.|Vol
306|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
1303|The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.|Current
2147|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
865|He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks. He can not wait to change phones. He wanted to know if we would send him a new phone.|Current
3176|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3291|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1415|Wants a new faceplate.|Vol
1979|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2423|The clearity of the calls was bad. Way too much static on the handset.|Vol
304|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
384|Handset sucked|Vol
1261|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2598|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2975|Wants to know how to do text messaging. Referred him to web site.|Current
358|Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.|Current
2035|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2821|Asked how to disable call waiting. referred him to web site.|Vol
895|Handset sucked|Current
3298|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
623|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
825|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
108|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2207|Wants information on our Internet service. Referred him to web site.|Current
419|Asked about how to change his ring tones. Referred him to web site.|Vol
2687|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
286|transferred to manager ASAP|Vol
1297|His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point.|Vol
564|He expected significantly better Technical Support.|Vol
518|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2221|Asked about how to change his ring tones. Referred him to web site.|Current
71|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2106|Wants to add additional lines and phones for his kids. I created the ticket, but don't kno when someone will get back to him. He asked if I could get back to him.|Current
495|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
607|He asked for a new phone number. I referred him to customer care.|Current
2372|Hopes to get an additonal line working by the end of the week for his wife.|Current
21|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2452|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
3680|He expected significantly better Technical Support.|Vol
1263|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1273|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2124|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
2367|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
857|Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did|Current
648|Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.|Current
1268|Phone sucked|Current
3297|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
621|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2959|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2857|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1714|Hopes to get an additonal line working by the end of the week for his wife.|Current
3529|Called about new plan. Might switch soon. Wants more minutes.|Current
3720|Wants a new faceplate.|Current
2818|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2243|Called about new plan. Might switch soon. Wants more minutes.|Current
2184|Wants to change address.|Current
807|He does not know if the problems are related to the phone or if it is just the battery.|Vol
1944|Wants information on our Internet service. Referred him to web site.|Current
3706|He expected significantly better Technical Support.|Vol
2276|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
2577|Asked how to disable call waiting. referred him to web site.|Vol
1375|He called and said someone stole his phone last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy.|Current
1508|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
1684|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
2215|Wants a new faceplate.|Current
382|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
466|Wants to change address.|Current
1256|I suspect that the handset on my phone was defective from the day I bought it.|Current
1493|Needed help figuring out his bill. I explained our minute charges.|Current
1326|Asked about how to change his ring tones. Referred him to web site.|Current
1021|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
796|Handset sucked|Vol
2506|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
54|I expected significantly better Technical Support.|Vol
2098|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
1007|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
80|He asked for a new phone number. I referred him to customer care.|Current
1314|He does not know if the problems are related to the phone or if it is just the battery.|Vol
3656|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1331|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3523|Needed help figuring out his bill. I explained our minute charges.|Vol
3138|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
666|Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.|Vol
1528|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
810|Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.|Vol
1838|Asked about how to change his ring tones. Referred him to web site.|Current
2308|Asked how to disable call waiting. referred him to web site.|Vol
3432|Lost the directions to phone and wants another manual. I referred him to web site.|Current
1111|He expected significantly better Technical Support.|Vol
2270|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
678|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
3036|Needed help figuring out his bill. I explained our minute charges.|Vol
3539|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2792|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
240|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1287|Wants to know when we will unlimited Internet minutes.|Current
1640|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1227|He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.|Current
3410|The signal on my handset was always weak. Even when I replaced the battery.|Current
35|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1429|Needed help figuring out his bill. I explained our minute charges.|Current
2024|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1079|He asked for a new phone number. I referred him to customer care.|Current
3294|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2860|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1999|Wants to change address.|Vol
968|Called about new plan. Might switch soon. Wants more minutes.|Current
1315|Very unhappy with new phone because it does not use a simm chip. He says he wll have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies use simm to make this easier with their phones.|Vol
2839|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3516|Wants to add additional lines for family. Needs more info on rates.|Vol
3508|Called about new plan. Might switch soon. Wants more minutes.|Current
341|Handset sucked|Current
1035|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1867|transferred to manager ASAP|Vol
2520|Wants to add additional lines for family. Needs more info on rates.|Vol
1925|Wants to know how to do text messaging. Referred him to web site.|Current
460|Wants to change address.|Current
1000|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
273|His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point.|Vol
870|Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.|Current
133|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
73|The battery has never worked right. He says he can't use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.|Current
1853|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Vol
2353|Wants to change address.|Vol
3784|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
750|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3653|I suspect that the handset on my phone was defective from the day I bought it.|Current
1445|Asked about how to change his ring tones. Referred him to web site.|Vol
2825|Asked how to disable call waiting. referred him to web site.|Vol
215|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1870|transferred to manager ASAP|Vol
3194|He asked for a new phone number. I referred him to customer care.|Current
3239|Asked about how to change his ring tones. Referred him to web site.|Current
2148|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
421|Asked about how to change his ring tones. Referred him to web site.|Vol
2131|Hopes to get an additonal line working by the end of the week for his wife.|Current
63|He expected significantly better Technical Support.|Vol
896|Handset sucked|Vol
350|The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.|Current
1278|Hochie Momma|Current
1581|Asked how to disable call waiting. referred him to web site.|Vol
802|He does not know if the problems are related to the phone or if it is just the battery.|Current
3268|Called about new plan. Might switch soon. Wants more minutes.|Current
1030|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1680|Wants to add additional lines and phones for his kids. I created the ticket, but don't kno when someone will get back to him. He asked if I could get back to him.|Current
1734|Wants information on our Internet service. Referred him to web site.|Vol
68|Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.|Vol
2586|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1264|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2451|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
394|Wants a new faceplate.|Current
266|He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.|Vol
1503|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
3546|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
601|Said his battery never has worked well. Wants a new phone ASAP.|Vol
361|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
2237|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1875|Handset sucked|Current
2546|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2153|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3425|She wants a new phone. Has tried to use a couple of different model, but is now "fed up". She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa|Current
2899|Hopes to get an additonal line working by the end of the week for his wife.|Current
3603|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
1048|Asked how to disable call waiting. referred him to web site.|Current
2409|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
1796|I expected significantly better service.|Current
2874|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2388|Needed help figuring out his bill. I explained our minute charges.|Vol
773|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Current
1844|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
219|Can't believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the phone is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe|Vol
2041|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2307|Asked how to disable call waiting. referred him to web site.|Current
391|Wants a new faceplate.|Vol
3760|Wants to add additional lines for family. Needs more info on rates.|Vol
1095|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2114|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2701|Wants a new faceplate.|Vol
3041|Called about new plan. Might switch soon. Wants more minutes.|Current
1470|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3448|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
2745|Wants to know how to do text messaging. Referred him to web site.|Vol
1252|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2688|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
1496|Needed help figuring out his bill. I explained our minute charges.|Vol
1596|I expected significantly better Technical Support.|Vol
3732|Asked about how to change his ring tones. Referred him to web site.|Current
1758|The handset really sucked. I could not hear anything near my house.|Vol
1825|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
2188|Wants a new faceplate.|Vol
1216|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
725|He is really upset with out false advertising. He thinks that we do not test any of the equipment.|Vol
970|Wants to change address.|Vol
2793|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
632|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
1432|Wants information on our Internet service. Referred him to web site.|Current
3103|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
1202|Hopes to get an additonal line working by the end of the week for his wife.|Current
3402|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
279|The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.|Current
2770|Needed help figuring out his bill. I explained our minute charges.|Current
355|He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his phone. He says that he simply does not trust our system.|Current
1062|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1447|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1671|Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his phone. I switched him ot the manager.|Vol
897|Handset sucked|Current
3667|I wished the handset was bigger. It is uncomfortable using the handset for a long time.|Vol
94|He expected significantly better Technical Support.|Vol
2078|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2699|Wants to know how to do text messaging. Referred him to web site.|Current
2748|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2165|Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.|Vol
2698|Wants to know how to do text messaging. Referred him to web site.|Current
2696|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
3209|Wants a new faceplate.|Vol
1329|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
3282|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
1767|The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.|Current
1487|Wants to change address.|Vol
1797|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Current
1097|The battery has never worked right. He says he can't use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.|Current
467|Wants to change address.|Current
2331|Wants to add additional lines for family. Needs more info on rates.|Vol
